last,first,birth,death,author,title,vol,publisher,date,page,portrait,call_number,name,book,code
Snow,Patrick Henry,1863,,"Hawley, James H",History of Idaho; The Gem of the Mountains,3,"Chicago, S. J. Clarke Pub. Co.",1920,552,,Day-NW F746H39,"Snow, Patrick Henry","Hawley, James H. History of Idaho; The Gem of the Mountains, v. 3 (Chicago, S. J. Clarke Pub. Co.), 1920. p. 552. ",HAWLEY
Snow,William M,1882,,"Hawley, James H",History of Idaho; The Gem of the Mountains,4,"Chicago, S. J. Clarke Pub. Co.",1920,235,,Day-NW F746H39,"Snow, William M","Hawley, James H. History of Idaho; The Gem of the Mountains, v. 4 (Chicago, S. J. Clarke Pub. Co.), 1920. p. 235. ",HAWLEY
Snyder,Eldon,1905,,"Beal, Merrill D","History of Idaho, by Merrill Beal and Merle W. Wells",3,"New York, Lewis Historical Pub. Co.",1959,367,,Day-NW F746B335,"Snyder, Eldon","Beal, Merrill D. History of Idaho, by Merrill Beal and Merle W. Wells, v. 3 (New York, Lewis Historical Pub. Co.), 1959. p. 367. ",B&W
Snyder,Hoy L,1903,,"Beal, Merrill D","History of Idaho, by Merrill Beal and Merle W. Wells",3,"New York, Lewis Historical Pub. Co.",1959,234,,Day-NW F746B335,"Snyder, Hoy L","Beal, Merrill D. History of Idaho, by Merrill Beal and Merle W. Wells, v. 3 (New York, Lewis Historical Pub. Co.), 1959. p. 234. ",B&W
Snyder,William Henry,,,,Bingham County History,,"Blackfoot, Bingham Co. Historical Society",1990,454,,Day-NW F752B6B56 1990,"Snyder, William Henry","Bingham County History (Blackfoot, Bingham Co. Historical Society), 1990. p. 454. ",Bingham
Snyder,Houston E,1882,,"Defenbach, Byron","Idaho, the place and its people",2,"Chicago, The American Historical Society, Inc.",1933,169,,Day-NW F746D36,"Snyder, Houston E","Defenbach, Byron. Idaho, the place and its people, v. 2 (Chicago, The American Historical Society, Inc.), 1933. p. 169. ",Defenbach
Snyder,R. H,1886,,"Defenbach, Byron","Idaho, the place and its people",3,"Chicago, The American Historical Society, Inc.",1933,363,,Day-NW F746D36,"Snyder, R. H","Defenbach, Byron. Idaho, the place and its people, v. 3 (Chicago, The American Historical Society, Inc.), 1933. p. 363. ",DEFENBACH
Snyder,Samson,1868,,"Defenbach, Byron","Idaho, the place and its people",3,"Chicago, The American Historical Society, Inc.",1933,163,,Day-NW F746D36,"Snyder, Samson","Defenbach, Byron. Idaho, the place and its people, v. 3 (Chicago, The American Historical Society, Inc.), 1933. p. 163. ",DEFENBACH
Snyder,Edward E,1846,,"French, Hiram T",History of Idaho,2,Chicago The Lewis Pub. Co.,1914,777,,Day-NW F746F87,"Snyder, Edward E","French, Hiram T. History of Idaho, v. 2 (Chicago The Lewis Pub. Co.), 1914. p. 777. ",FRENCH
Snyder,Frank M,1876,,"Hawley, James H",History of Idaho; The Gem of the Mountains,4,"Chicago, S. J. Clarke Pub. Co.",1920,128,,Day-NW F746H39,"Snyder, Frank M","Hawley, James H. History of Idaho; The Gem of the Mountains, v. 4 (Chicago, S. J. Clarke Pub. Co.), 1920. p. 128. ",HAWLEY
Snyder,Susan E. Thomas Young,,,"Hawley, James H",History of Idaho; The Gem of the Mountains,2,"Chicago, S. J. Clarke Pub. Co.",1920,963,,Day-NW F746H39,"Snyder, Susan E. Thomas Young","Hawley, James H. History of Idaho; The Gem of the Mountains, v. 2 (Chicago, S. J. Clarke Pub. Co.), 1920. p. 963. ",HAWLEY
Snyder,William S,1880,,"Hawley, James H",History of Idaho; The Gem of the Mountains,2,"Chicago, S. J. Clarke Pub. Co.",1920,814,,Day-NW F746H39,"Snyder, William S","Hawley, James H. History of Idaho; The Gem of the Mountains, v. 2 (Chicago, S. J. Clarke Pub. Co.), 1920. p. 814. ",HAWLEY
Snyder,Charles,1827,,,Illustrated History of the State of Idaho,,"Chicago, The Lewis Pub. Co.",1899,326,,Day-NW Oversize F746I42,"Snyder, Charles","Illustrated History of the State of Idaho (Chicago, The Lewis Pub. Co.), 1899. p. 326. ",IDAHO
Snyder,Mortimer A,1855,,,"Illustrated History of North Idaho embracing Nez Perces, Idaho, Latah, Kootenai and Shoshone Counties",,Western Historical Pub. Co.,1903,263,,Day-NW Oversize F746I4,"Snyder, Mortimer A","Illustrated History of North Idaho embracing Nez Perces, Idaho, Latah, Kootenai and Shoshone Counties (Western Historical Pub. Co.), 1903. p. 263. ",ILLUS
Snyder,Samson,1868,,,"Illustrated History of North Idaho embracing Nez Perces, Idaho, Latah, Kootenai and Shoshone Counties",,Western Historical Pub. Co.,1903,1161,,Day-NW Oversize F746I4,"Snyder, Samson","Illustrated History of North Idaho embracing Nez Perces, Idaho, Latah, Kootenai and Shoshone Counties (Western Historical Pub. Co.), 1903. p. 1161. ",ILLUS
Snyder,Washington,1847,,,"Illustrated History of North Idaho embracing Nez Perces, Idaho, Latah, Kootenai and Shoshone Counties",,Western Historical Pub. Co.,1903,954,,Day-NW Oversize F746I4,"Snyder, Washington","Illustrated History of North Idaho embracing Nez Perces, Idaho, Latah, Kootenai and Shoshone Counties (Western Historical Pub. Co.), 1903. p. 954. ",ILLUS
Snyder,Geroge,,,"Yarber, Esther",Stanley-Sawtooth country,,"Publishers Press, Salt Lake city, Utah",1976,199,,Day-NW F752.C9Y33,"Snyder, Geroge","Yarber, Esther. Stanley-Sawtooth country (Publishers Press, Salt Lake city, Utah), 1976. p. 199. ",Stanley
Soelberg,Earl James,1893,,"Defenbach, Byron","Idaho, the place and its people",3,"Chicago, The American Historical Society, Inc.",1933,277,,Day-NW F746D36,"Soelberg, Earl James","Defenbach, Byron. Idaho, the place and its people, v. 3 (Chicago, The American Historical Society, Inc.), 1933. p. 277. ",DEFENBACH
Sohm,Zella,,,"Estes, Virginia",Pause for Reflection: Cassia County,,"Provo, J. Grant Stevenson",1977,728,,Day-NW F752C3E74,"Sohm, Zella","Estes, Virginia. Pause for Reflection: Cassia County (Provo, J. Grant Stevenson), 1977. p. 728. ",Pause
Solberg,Alf Mathias,1919,,"Beal, Merrill D","History of Idaho, by Merrill Beal and Merle W. Wells",3,"New York, Lewis Historical Pub. Co.",1959,187,,Day-NW F746B335,"Solberg, Alf Mathias","Beal, Merrill D. History of Idaho, by Merrill Beal and Merle W. Wells, v. 3 (New York, Lewis Historical Pub. Co.), 1959. p. 187. ",B&W
Solberg,Nels L.,1930,1983,"Chedsey, Zona & Frei, Carolyn",Idaho County Voices: A people's history from the pioneers to the present,,Idaho county centennial committee,1990,309,p,Day-NW F752.I2I32 1990,"Solberg, Nels L.","Chedsey, Zona & Frei, Carolyn. Idaho County Voices: A people's history from the pioneers to the present (Idaho county centennial committee), 1990. p. 309. [includes portrait]",Idaho County
Solinsky,Darla hansen,,,,Bingham County History,,"Blackfoot, Bingham Co. Historical Society",1990,455,,Day-NW F752B6B56 1990,"Solinsky, Darla hansen","Bingham County History (Blackfoot, Bingham Co. Historical Society), 1990. p. 455. ",Bingham
Sollenberger,William Clinton,,,,Bingham County History,,"Blackfoot, Bingham Co. Historical Society",1990,456,,Day-NW F752B6B56 1990,"Sollenberger, William Clinton","Bingham County History (Blackfoot, Bingham Co. Historical Society), 1990. p. 456. ",Bingham
Sollenberger,Irvin R,1885,,"Hawley, James H",History of Idaho; The Gem of the Mountains,3,"Chicago, S. J. Clarke Pub. Co.",1920,74,,Day-NW F746H39,"Sollenberger, Irvin R","Hawley, James H. History of Idaho; The Gem of the Mountains, v. 3 (Chicago, S. J. Clarke Pub. Co.), 1920. p. 74. ",HAWLEY
Solomon,Fred,,1965,,"History of Boundary County, Idaho",,"Bonners Ferry, Boundary County Historical Society",1987,516,,Day-NW F752B73H57 1987,"Solomon, Fred","History of Boundary County, Idaho (Bonners Ferry, Boundary County Historical Society), 1987. p. 516. ",Boundary
Solomon,Frank,,,,"History of Boundary County, Idaho",,"Bonners Ferry, Boundary County Historical Society",1987,516,,Day-NW F752B73H57 1987,"Solomon, Frank","History of Boundary County, Idaho (Bonners Ferry, Boundary County Historical Society), 1987. p. 516. ",Boundary
Solomon,Tom,,,,"History of Boundary County, Idaho",,"Bonners Ferry, Boundary County Historical Society",1987,516,,Day-NW F752B73H57 1987,"Solomon, Tom","History of Boundary County, Idaho (Bonners Ferry, Boundary County Historical Society), 1987. p. 516. ",Boundary
Solomon,Charlie,,,,"History of Boundary County, Idaho",,"Bonners Ferry, Boundary County Historical Society",1987,516,,Day-NW F752B73H57 1987,"Solomon, Charlie","History of Boundary County, Idaho (Bonners Ferry, Boundary County Historical Society), 1987. p. 516. ",Boundary
Solosabal,Joaquin,,,"Ransel, Sandra and Durand Charles",Crossroads: A history of the elmore county area,,"Elmore county historical research team, Mtn Home, Idaho",1985,310,,Day-NW F752E4R35,"Solosabal, Joaquin","Ransel, Sandra and Durand Charles. Crossroads: A history of the elmore county area (Elmore county historical research team, Mtn Home, Idaho), 1985. p. 310. ",Crossroads
Solt,Anna Schmidt,,,,"History of Boundary County, Idaho",,"Bonners Ferry, Boundary County Historical Society",1987,516,,Day-NW F752B73H57 1987,"Solt, Anna Schmidt","History of Boundary County, Idaho (Bonners Ferry, Boundary County Historical Society), 1987. p. 516. ",Boundary
Soltman,Donald Jack,1917,,"Beal, Merrill D","History of Idaho, by Merrill Beal and Merle W. Wells",3,"New York, Lewis Historical Pub. Co.",1959,395,,Day-NW F746B335,"Soltman, Donald Jack","Beal, Merrill D. History of Idaho, by Merrill Beal and Merle W. Wells, v. 3 (New York, Lewis Historical Pub. Co.), 1959. p. 395. ",B&W
Solum,Robert,1912,1979,,"History of Boundary County, Idaho",,"Bonners Ferry, Boundary County Historical Society",1987,516,p,Day-NW F752B73H57 1987,"Solum, Robert","History of Boundary County, Idaho (Bonners Ferry, Boundary County Historical Society), 1987. p. 516. [includes portrait]",Boundary
Sommer,Morris,1871,,"Defenbach, Byron","Idaho, the place and its people",2,"Chicago, The American Historical Society, Inc.",1933,251,,Day-NW F746D36,"Sommer, Morris","Defenbach, Byron. Idaho, the place and its people, v. 2 (Chicago, The American Historical Society, Inc.), 1933. p. 251. ",Defenbach
Sommercamp,William F,1860,,"French, Hiram T",History of Idaho,2,Chicago The Lewis Pub. Co.,1914,781,,Day-NW F746F87,"Sommercamp, William F","French, Hiram T. History of Idaho, v. 2 (Chicago The Lewis Pub. Co.), 1914. p. 781. ",FRENCH
Sommercamp,William F,1860,,,Illustrated History of the State of Idaho,,"Chicago, The Lewis Pub. Co.",1899,466,,Day-NW Oversize F746I42,"Sommercamp, William F","Illustrated History of the State of Idaho (Chicago, The Lewis Pub. Co.), 1899. p. 466. ",IDAHO
Sommercamp,William F,1860,,,"Historical, Descriptive and Commercial Directory of Owyhee County, Idaho",,,1898,136,,Day-NW F752O97H6,"Sommercamp, William F","Historical, Descriptive and Commercial Directory of Owyhee County, Idaho, 1898. p. 136. ",OWYHEE
Sonius,Donald Edward,1921,,"Beal, Merrill D","History of Idaho, by Merrill Beal and Merle W. Wells",3,"New York, Lewis Historical Pub. Co.",1959,503,,Day-NW F746B335,"Sonius, Donald Edward","Beal, Merrill D. History of Idaho, by Merrill Beal and Merle W. Wells, v. 3 (New York, Lewis Historical Pub. Co.), 1959. p. 503. ",B&W
Sonnenkalb,Oscar,1847,,"French, Hiram T",History of Idaho,3,Chicago The Lewis Pub. Co.,1914,1200,,Day-NW F746F87,"Sonnenkalb, Oscar","French, Hiram T. History of Idaho, v. 3 (Chicago The Lewis Pub. Co.), 1914. p. 1200. ",FRENCH
Sorensen,Leslie Richard,1921,,"Beal, Merrill D","History of Idaho, by Merrill Beal and Merle W. Wells",3,"New York, Lewis Historical Pub. Co.",1959,404,,Day-NW F746B335,"Sorensen, Leslie Richard","Beal, Merrill D. History of Idaho, by Merrill Beal and Merle W. Wells, v. 3 (New York, Lewis Historical Pub. Co.), 1959. p. 404. ",B&W
Sorensen,Lars Peter,1820,1888,"Haddock, Edith Parker and Dorothy Hardy Matthews",History of Bear Lake Pioneers,,"Paris, Idaho, Daughters of Utah Pioneers",1968,774,,Day-NW F752B3P47,"Sorensen, Lars Peter","Haddock, Edith Parker and Dorothy Hardy Matthews. History of Bear Lake Pioneers (Paris, Idaho, Daughters of Utah Pioneers), 1968. p. 774. ",Bear
Sorensen,Charles Theodore,1872,1920,,Gems of our Valley,,"Grace, Grace Literary Club",1977,469,,Day-NW F752C3S55,"Sorensen, Charles Theodore","Gems of our Valley (Grace, Grace Literary Club), 1977. p. 469. ",Gems
Sorensen,Hans Peter,,1916,,Gems of our Valley,,"Grace, Grace Literary Club",1977,470,,Day-NW F752C3S55,"Sorensen, Hans Peter","Gems of our Valley (Grace, Grace Literary Club), 1977. p. 470. ",Gems
Sorensen,Martin Ezra,1889,1947,,Gems of our Valley,,"Grace, Grace Literary Club",1977,470,p,Day-NW F752C3S55,"Sorensen, Martin Ezra","Gems of our Valley (Grace, Grace Literary Club), 1977. p. 470. [includes portrait]",Gems
Sorensen,Floyd,1900,,,Gems of our Valley,,"Grace, Grace Literary Club",1977,544,p,Day-NW F752C3S55,"Sorensen, Floyd","Gems of our Valley (Grace, Grace Literary Club), 1977. p. 544. [includes portrait]",Gems
Sorensen,Gettys B.,1909,,,Gems of our Valley,,"Grace, Grace Literary Club",1977,545,,Day-NW F752C3S55,"Sorensen, Gettys B.","Gems of our Valley (Grace, Grace Literary Club), 1977. p. 545. ",Gems
Sorensen,Hans,1861,,"Hawley, James H",History of Idaho; The Gem of the Mountains,4,"Chicago, S. J. Clarke Pub. Co.",1920,421,,Day-NW F746H39,"Sorensen, Hans","Hawley, James H. History of Idaho; The Gem of the Mountains, v. 4 (Chicago, S. J. Clarke Pub. Co.), 1920. p. 421. ",HAWLEY
Sorensen,Peter C,1833,,,"Illustrated History of North Idaho embracing Nez Perces, Idaho, Latah, Kootenai and Shoshone Counties",,Western Historical Pub. Co.,1903,944,p,Day-NW Oversize F746I4,"Sorensen, Peter C","Illustrated History of North Idaho embracing Nez Perces, Idaho, Latah, Kootenai and Shoshone Counties (Western Historical Pub. Co.), 1903. p. 944. [includes portrait]",ILLUS
Sorensen,Immogene,1929,,"Raymond, Gwen","McCammon, Idaho : yesterday and today",,"McCommon, Idaho",1991,190,,Day-NW F752B2 1991,"Sorensen, Immogene","Raymond, Gwen. McCammon, Idaho : yesterday and today (McCommon, Idaho), 1991. p. 190. ",MaCammon
Sorenson,John,1840,1918,"Haddock, Edith Parker and Dorothy Hardy Matthews",History of Bear Lake Pioneers,,"Paris, Idaho, Daughters of Utah Pioneers",1968,772,p,Day-NW F752B3P47,"Sorenson, John","Haddock, Edith Parker and Dorothy Hardy Matthews. History of Bear Lake Pioneers (Paris, Idaho, Daughters of Utah Pioneers), 1968. p. 772. [includes portrait]",Bear
Sorgatz,Frank W,1885,,"Defenbach, Byron","Idaho, the place and its people",2,"Chicago, The American Historical Society, Inc.",1933,425,,Day-NW F746D36,"Sorgatz, Frank W","Defenbach, Byron. Idaho, the place and its people, v. 2 (Chicago, The American Historical Society, Inc.), 1933. p. 425. ",Defenbach
Sorrels,Rosalie Stringfellow,1933,,"Beck, Richard J",100 Famous Idahoans,,"Moscow, ID",1989,95,p,Day-NW F745B421989,"Sorrels, Rosalie Stringfellow","Beck, Richard J. 100 Famous Idahoans (Moscow, ID), 1989. p. 95. [includes portrait]",Beck
Sorrels,Rosalie,1933,,"Byrne, Jenny",Northwest Her Story,,Planned Parenthood Assoc. of Idaho,1982,54,,Day-NW F851N6,"Sorrels, Rosalie","Byrne, Jenny. Northwest Her Story (Planned Parenthood Assoc. of Idaho), 1982. p. 54. ",Byrne
Sorrow,Joseph,1859,,,"Illustrated History of North Idaho embracing Nez Perces, Idaho, Latah, Kootenai and Shoshone Counties",,Western Historical Pub. Co.,1903,535,,Day-NW Oversize F746I4,"Sorrow, Joseph","Illustrated History of North Idaho embracing Nez Perces, Idaho, Latah, Kootenai and Shoshone Counties (Western Historical Pub. Co.), 1903. p. 535. ",ILLUS
Sothman,George C,1882,,"French, Hiram T",History of Idaho,2,Chicago The Lewis Pub. Co.,1914,756,,Day-NW F746F87,"Sothman, George C","French, Hiram T. History of Idaho, v. 2 (Chicago The Lewis Pub. Co.), 1914. p. 756. ",FRENCH
Sotin,Yves Marie,1848,1900,"Chedsey, Zona & Frei, Carolyn",Idaho County Voices: A people's history from the pioneers to the present,,Idaho county centennial committee,1990,273,,Day-NW F752.I2I32 1990,"Sotin, Yves Marie","Chedsey, Zona & Frei, Carolyn. Idaho County Voices: A people's history from the pioneers to the present (Idaho county centennial committee), 1990. p. 273. ",Idaho County
Soucie,Orley,1869,,"Hawley, James H",History of Idaho; The Gem of the Mountains,4,"Chicago, S. J. Clarke Pub. Co.",1920,325,,Day-NW F746H39,"Soucie, Orley","Hawley, James H. History of Idaho; The Gem of the Mountains, v. 4 (Chicago, S. J. Clarke Pub. Co.), 1920. p. 325. ",HAWLEY
Soule,Thomas H,1868,,"French, Hiram T",History of Idaho,2,Chicago The Lewis Pub. Co.,1914,754,,Day-NW F746F87,"Soule, Thomas H","French, Hiram T. History of Idaho, v. 2 (Chicago The Lewis Pub. Co.), 1914. p. 754. ",FRENCH
Soule,Grant,,,,Settlers of the Silver Sage,,"Ricks College Press, Rexburg, ID",1992,942,p,Day-NW F752.C55S48 1992,"Soule, Grant","Settlers of the Silver Sage (Ricks College Press, Rexburg, ID), 1992. p. 942. [includes portrait]",Silver
Soule,"William ""Bill""",,1946,"Yarber, Esther",Stanley-Sawtooth country,,"Publishers Press, Salt Lake city, Utah",1976,35,p,Day-NW F752.C9Y33,"Soule, William ""Bill""","Yarber, Esther. Stanley-Sawtooth country (Publishers Press, Salt Lake city, Utah), 1976. p. 35. [includes portrait]",Stanley
Soule,William (Bill) A.,1869,1945,"Yarber, Esther",Stanley-Sawtooth country,,"Publishers Press, Salt Lake city, Utah",1976,317,p,Day-NW F752.C9Y33,"Soule, William (Bill) A.","Yarber, Esther. Stanley-Sawtooth country (Publishers Press, Salt Lake city, Utah), 1976. p. 317. [includes portrait]",Stanley
Southard,Harry,1850,,,"Illustrated History of North Idaho embracing Nez Perces, Idaho, Latah, Kootenai and Shoshone Counties",,Western Historical Pub. Co.,1903,542,,Day-NW Oversize F746I4,"Southard, Harry","Illustrated History of North Idaho embracing Nez Perces, Idaho, Latah, Kootenai and Shoshone Counties (Western Historical Pub. Co.), 1903. p. 542. ",ILLUS
Southard,Lyda,1892,,"Penson-Ward, Betty",Who's Who Of Idaho Women of the Past,,"Boise, ID, Idaho Commission on Women's Programs",1981,32,,Idaho F745P4 1981,"Southard, Lyda","Penson-Ward, Betty. Who's Who Of Idaho Women of the Past (Boise, ID, Idaho Commission on Women's Programs), 1981. p. 32. ",Penson-Ward
Souther,William H.,,,,Settlers of the Silver Sage,,"Ricks College Press, Rexburg, ID",1992,943,,Day-NW F752.C55S48 1992,"Souther, William H.","Settlers of the Silver Sage (Ricks College Press, Rexburg, ID), 1992. p. 943. ",Silver
Southwick,Betty Viola Caroline Carlson,1930,,,"History of Boundary County, Idaho",,"Bonners Ferry, Boundary County Historical Society",1987,516,p,Day-NW F752B73H57 1987,"Southwick, Betty Viola Caroline Carlson","History of Boundary County, Idaho (Bonners Ferry, Boundary County Historical Society), 1987. p. 516. [includes portrait]",Boundary
Southwick,Stephen R,1838,,,"Illustrated History of North Idaho embracing Nez Perces, Idaho, Latah, Kootenai and Shoshone Counties",,Western Historical Pub. Co.,1903,227,,Day-NW Oversize F746I4,"Southwick, Stephen R","Illustrated History of North Idaho embracing Nez Perces, Idaho, Latah, Kootenai and Shoshone Counties (Western Historical Pub. Co.), 1903. p. 227. ",ILLUS
Southwick,James N,1854,,,"Progressive Men of Bannock, Bear Lake, Bingham, Fremont and Oneida Counties, Idaho",,"Chicago, A. W. Bowen & Co.",1904,412,,Day-NW F745P96,"Southwick, James N","Progressive Men of Bannock, Bear Lake, Bingham, Fremont and Oneida Counties, Idaho (Chicago, A. W. Bowen & Co.), 1904. p. 412. ",PROG
Southwick,James N,1854,,,Progressive men of Southern Idaho,,"Chicago, W. A. Bowen & Co.",1904,412,,Day-NW F745P97,"Southwick, James N","Progressive men of Southern Idaho (Chicago, W. A. Bowen & Co.), 1904. p. 412. ",PROG S
Southworth,Wilbur D,1843,,"French, Hiram T",History of Idaho,3,Chicago The Lewis Pub. Co.,1914,980,p,Day-NW F746F87,"Southworth, Wilbur D","French, Hiram T. History of Idaho, v. 3 (Chicago The Lewis Pub. Co.), 1914. p. 980. [includes portrait]",FRENCH
Southworth,W. J,1890,,"Hawley, James H",History of Idaho; The Gem of the Mountains,2,"Chicago, S. J. Clarke Pub. Co.",1920,521,,Day-NW F746H39,"Southworth, W. J","Hawley, James H. History of Idaho; The Gem of the Mountains, v. 2 (Chicago, S. J. Clarke Pub. Co.), 1920. p. 521. ",HAWLEY
Southworth,Joseph Stephen,,,"Raymond, Gwen","McCammon, Idaho : yesterday and today",,"McCommon, Idaho",1991,190,p,Day-NW F752B2 1991,"Southworth, Joseph Stephen","Raymond, Gwen. McCammon, Idaho : yesterday and today (McCommon, Idaho), 1991. p. 190. [includes portrait]",MaCammon
